trip_id,line_id,line_name,date,day_of_week,is_weekend,planned_departure,actual_departure,departure_delay_min,planned_duration_min,actual_duration_min,total_delay_min,num_stops,weather_condition,temperature_c,precipitation_mm,wind_speed_kmh,humidity_pct,traffic_level,speed_factor,bus_capacity,avg_occupancy_pct
TRP-00839,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 15:22:00,2025-03-02 15:23:06,1.1,37.1,39.8,2.7,16,clear,5.3,0,11.2,75.1,low,0.933,60,97.8
TRP-00840,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 15:30:00,2025-03-02 15:30:00,0,37.1,47.6,10.5,16,clear,17.7,0,8.2,97.8,moderate,0.78,60,21.9
TRP-00841,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 15:38:00,2025-03-02 15:38:00,0,37.1,44.5,7.4,16,cloudy,31.9,0,7.9,78.6,moderate,0.833,60,40.9
TRP-00842,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 15:46:00,2025-03-02 15:47:30,1.5,37.1,35.3,-1.8,16,clear,31.3,0,7.0,63.2,low,1.052,60,84.4
TRP-00843,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 15:54:00,2025-03-02 15:54:00,0,37.1,41.4,4.3,16,wind,30.8,0,54.5,37.0,low,0.896,60,72.1
TRP-00844,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 16:02:00,2025-03-02 16:08:18,6.3,37.1,59.0,21.9,16,cloudy,9.7,0,8.3,42.1,high,0.629,60,35.1
TRP-00845,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 16:10:00,2025-03-02 16:12:54,2.9,37.1,42.8,5.7,16,clear,32.1,0,1.9,61.0,moderate,0.867,60,85.0
TRP-00846,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 16:18:00,2025-03-02 16:18:00,0,37.1,84.5,47.4,16,clear,34.5,0,8.8,52.1,congested,0.439,60,86.0
TRP-00847,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 16:26:00,2025-03-02 16:28:18,2.3,37.1,58.6,21.5,16,clear,29.5,0,15.8,68.4,high,0.633,60,57.0
TRP-00848,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 16:34:00,2025-03-02 16:36:06,2.1,37.1,37.0,-0.1,16,clear,16.5,0,13.9,60.7,low,1.004,60,22.4
TRP-00849,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 16:42:00,2025-03-02 16:42:00,0,37.1,48.6,11.5,16,clear,27.4,0,10.2,80.3,moderate,0.763,60,52.2
TRP-00850,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 16:50:00,2025-03-02 16:55:30,5.5,37.1,78.9,41.8,16,fog,2.5,0,9.8,97.4,high,0.47,60,60.2
TRP-00851,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 16:58:00,2025-03-02 16:58:00,0,37.1,43.6,6.5,16,clear,18.8,0,12.9,51.7,moderate,0.85,60,82.6
TRP-00852,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 17:06:00,2025-03-02 17:06:00,0,37.1,46.4,9.3,16,clear,24.0,0,2.1,78.6,moderate,0.8,60,81.2
TRP-00853,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 17:14:00,2025-03-02 17:20:48,6.8,37.1,68.2,31.1,16,wind,35.1,0,26.0,66.1,high,0.544,60,35.2
TRP-00854,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 17:22:00,2025-03-02 17:22:00,0,37.1,45.7,8.6,16,cloudy,13.5,0,10.7,93.0,moderate,0.811,60,92.3
TRP-00855,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 17:30:00,2025-03-02 17:30:00,0,37.1,50.8,13.7,16,rain,7.6,3.4,2.9,64.2,moderate,0.73,60,87.5
TRP-00856,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 17:38:00,2025-03-02 17:38:00,0,37.1,107.8,70.7,16,rain,28.1,18.2,12.9,54.2,congested,0.344,60,95.1
TRP-00857,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 17:46:00,2025-03-02 17:46:00,0,37.1,36.6,-0.5,16,clear,17.8,0,5.4,53.7,low,1.014,60,24.8
TRP-00858,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 17:54:00,2025-03-02 17:54:00,0,37.1,47.8,10.7,16,fog,28.5,0,5.5,67.5,low,0.776,60,66.0
TRP-00859,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 18:02:00,2025-03-02 18:09:06,7.1,37.1,40.7,3.6,16,cloudy,30.9,0,8.8,45.2,low,0.911,60,41.5
TRP-00860,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 18:10:00,2025-03-02 18:10:00,0,37.1,47.7,10.6,16,clear,2.7,0,12.7,92.8,moderate,0.778,60,77.8
TRP-00861,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 18:18:00,2025-03-02 18:18:00,0,37.1,39.1,2.0,16,clear,9.7,0,10.3,57.6,low,0.949,60,37.6
TRP-00862,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 18:26:00,2025-03-02 18:27:06,1.1,37.1,47.2,10.1,16,clear,2.9,0,7.4,68.6,moderate,0.786,60,31.5
TRP-00863,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 18:34:00,2025-03-02 18:34:00,0,37.1,85.3,48.2,16,clear,26.4,0,7.2,82.2,congested,0.435,60,46.4
TRP-00864,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 18:42:00,2025-03-02 18:42:00,0,37.1,58.1,21.0,16,clear,25.1,0,11.0,91.4,high,0.639,60,79.4
TRP-00865,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 18:50:00,2025-03-02 18:50:00,0,37.1,53.5,16.4,16,rain,1.5,18.5,4.7,53.1,moderate,0.693,60,93.6
TRP-00866,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 18:58:00,2025-03-02 18:59:18,1.3,37.1,50.1,13.0,16,rain,5.4,4.1,11.4,66.0,moderate,0.741,60,21.4
TRP-00867,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 19:06:00,2025-03-02 19:06:00,0,37.1,38.2,1.1,16,cloudy,27.3,0,8.9,94.1,low,0.972,60,71.2
TRP-00868,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 19:14:00,2025-03-02 19:14:00,0,37.1,40.6,3.5,16,cloudy,7.4,0,10.5,74.0,low,0.913,60,70.9
TRP-00869,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 19:22:00,2025-03-02 19:22:00,0,37.1,49.6,12.5,16,fog,2.2,0,16.4,31.9,low,0.748,60,68.2
TRP-00870,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 19:30:00,2025-03-02 19:30:00,0,37.1,44.4,7.3,16,cloudy,34.3,0,7.0,58.9,moderate,0.835,60,64.7
TRP-00871,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 19:38:00,2025-03-02 19:43:42,5.7,37.1,67.2,30.1,16,snow,32.3,7.3,49.3,55.6,moderate,0.552,60,87.1
TRP-00872,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 19:46:00,2025-03-02 19:48:48,2.8,37.1,49.9,12.8,16,rain,22.7,12.5,6.9,51.4,moderate,0.743,60,41.2
TRP-00873,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 19:54:00,2025-03-02 19:56:18,2.3,37.1,52.9,15.8,16,fog,29.3,0,13.6,94.4,low,0.701,60,52.4
TRP-00874,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 20:02:00,2025-03-02 20:06:00,4.0,37.1,47.3,10.2,16,wind,26.0,0,30.1,53.2,moderate,0.785,60,67.0
TRP-00875,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 20:10:00,2025-03-02 20:15:24,5.4,37.1,44.0,6.9,16,cloudy,22.4,0,0.3,67.3,moderate,0.843,60,20.1
TRP-00876,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 20:18:00,2025-03-02 20:18:00,0,37.1,43.0,5.9,16,clear,15.6,0,9.2,93.9,moderate,0.862,60,24.7
TRP-00877,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 20:26:00,2025-03-02 20:26:00,0,37.1,38.1,1.0,16,clear,22.9,0,2.9,60.2,low,0.975,60,36.6
TRP-00878,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 20:34:00,2025-03-02 20:34:00,0,37.1,94.2,57.1,16,cloudy,2.4,0,17.1,58.2,congested,0.394,60,97.5
TRP-00879,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 20:42:00,2025-03-02 20:42:00,0,37.1,45.0,7.9,16,clear,17.1,0,14.6,88.7,moderate,0.824,60,33.7
TRP-00880,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 20:50:00,2025-03-02 20:52:00,2.0,37.1,52.5,15.4,16,rain,10.3,5.9,11.4,69.4,moderate,0.706,60,16.4
TRP-00881,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 20:58:00,2025-03-02 20:58:00,0,37.1,36.0,-1.1,16,cloudy,10.3,0,13.5,34.0,low,1.031,60,48.1
TRP-00882,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 21:06:00,2025-03-02 21:06:00,0,37.1,36.4,-0.7,16,clear,16.3,0,7.4,77.6,low,1.018,60,69.8
TRP-00883,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 21:14:00,2025-03-02 21:14:00,0,37.1,45.0,7.9,16,cloudy,10.1,0,1.5,49.8,moderate,0.825,60,64.9
TRP-00884,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 21:22:00,2025-03-02 21:22:00,0,37.1,67.6,30.5,16,snow,4.5,9.3,47.0,30.8,moderate,0.549,60,45.5
TRP-00885,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 21:30:00,2025-03-02 21:34:24,4.4,37.1,45.5,8.4,16,clear,30.7,0,8.0,45.2,moderate,0.815,60,22.1
TRP-00886,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 21:38:00,2025-03-02 21:38:00,0,37.1,60.2,23.1,16,cloudy,33.9,0,6.4,80.5,high,0.616,60,35.3
TRP-00887,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 21:46:00,2025-03-02 21:46:00,0,37.1,39.8,2.7,16,clear,6.0,0,4.9,68.4,low,0.931,60,56.6
TRP-00888,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 21:54:00,2025-03-02 21:54:00,0,37.1,43.5,6.4,16,clear,35.8,0,4.4,88.8,moderate,0.852,60,77.1
TRP-00889,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 22:02:00,2025-03-02 22:04:36,2.6,37.1,96.6,59.5,16,snow,22.5,14.3,30.4,38.7,high,0.384,60,89.5
TRP-00890,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 22:10:00,2025-03-02 22:10:00,0,37.1,35.8,-1.3,16,cloudy,29.9,0,13.2,74.8,low,1.037,60,84.5
TRP-00891,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 22:18:00,2025-03-02 22:19:30,1.5,37.1,50.0,12.9,16,cloudy,35.0,0,0.6,77.8,moderate,0.742,60,95.7
TRP-00892,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 22:26:00,2025-03-02 22:26:00,0,37.1,37.0,-0.1,16,clear,10.6,0,7.8,78.6,low,1.002,60,69.6
TRP-00893,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 22:34:00,2025-03-02 22:36:42,2.7,37.1,65.5,28.4,16,wind,5.9,0,5.8,97.8,high,0.566,60,26.1
TRP-00894,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 22:42:00,2025-03-02 22:43:54,1.9,37.1,47.4,10.3,16,cloudy,32.1,0,7.1,47.7,moderate,0.783,60,22.3
TRP-00895,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 22:50:00,2025-03-02 22:50:00,0,37.1,36.6,-0.5,16,clear,6.4,0,7.4,88.6,low,1.015,60,89.6
TRP-00896,L05,Terminal - Kampus,2025-03-02,6,1,2025-03-02 22:58:00,2025-03-02 22:58:00,0,37.1,41.4,4.3,16,rain,4.0,10.1,13.5,49.7,low,0.897,60,71.5
TRP-00897,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 05:30:00,2025-03-03 05:32:06,2.1,31.7,42.8,11.1,14,cloudy,8.5,0,14.1,64.8,moderate,0.74,60,61.3
TRP-00898,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 05:42:00,2025-03-03 05:46:24,4.4,31.7,33.0,1.3,14,clear,18.8,0,1.4,46.9,low,0.961,60,47.5
TRP-00899,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 05:54:00,2025-03-03 05:54:00,0,31.7,30.0,-1.7,14,clear,14.1,0,4.4,51.0,low,1.058,60,32.2
TRP-00900,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 06:06:00,2025-03-03 06:13:06,7.1,31.7,49.7,18.0,14,fog,11.3,0,4.8,56.6,moderate,0.638,60,82.4
TRP-00901,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 06:18:00,2025-03-03 06:18:00,0,31.7,40.3,8.6,14,cloudy,11.4,0,5.4,66.8,moderate,0.787,60,81.0
TRP-00902,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 06:30:00,2025-03-03 06:30:00,0,31.7,40.6,8.9,14,cloudy,5.9,0,9.1,54.0,moderate,0.781,60,41.5
TRP-00903,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 06:42:00,2025-03-03 06:43:30,1.5,31.7,41.6,9.9,14,cloudy,34.4,0,11.2,50.3,moderate,0.762,60,88.4
TRP-00904,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 06:54:00,2025-03-03 07:01:18,7.3,31.7,34.9,3.2,14,cloudy,28.8,0,15.7,48.2,low,0.908,60,83.7
TRP-00905,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 07:06:00,2025-03-03 07:08:00,2.0,31.7,74.8,43.1,14,cloudy,19.3,0,13.8,58.5,congested,0.424,60,40.5
TRP-00906,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 07:18:00,2025-03-03 07:19:30,1.5,31.7,54.2,22.5,14,clear,18.6,0,15.2,91.8,high,0.585,60,21.9
TRP-00907,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 07:30:00,2025-03-03 07:32:06,2.1,31.7,50.2,18.5,14,fog,6.3,0,11.3,51.9,moderate,0.631,60,73.3
TRP-00908,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 07:42:00,2025-03-03 07:42:00,0,31.7,73.9,42.2,14,cloudy,32.0,0,1.2,76.4,congested,0.429,60,72.6
TRP-00909,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 07:54:00,2025-03-03 07:56:18,2.3,31.7,45.2,13.5,14,rain,7.3,14.0,15.1,36.1,moderate,0.702,60,82.2
TRP-00910,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 08:06:00,2025-03-03 08:06:00,0,31.7,54.0,22.3,14,cloudy,2.0,0,0.3,42.5,high,0.587,60,39.1
TRP-00911,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 08:18:00,2025-03-03 08:18:00,0,31.7,49.3,17.6,14,clear,3.3,0,9.9,92.1,high,0.643,60,34.2
TRP-00912,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 08:30:00,2025-03-03 08:34:42,4.7,31.7,77.7,46.0,14,clear,1.2,0,9.9,64.7,congested,0.408,60,58.6
TRP-00913,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 08:42:00,2025-03-03 08:42:00,0,31.7,40.9,9.2,14,clear,8.1,0,2.5,89.6,moderate,0.776,60,36.8
TRP-00914,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 08:54:00,2025-03-03 08:54:00,0,31.7,78.5,46.8,14,cloudy,7.0,0,11.3,70.8,congested,0.404,60,19.7
TRP-00915,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 09:06:00,2025-03-03 09:07:54,1.9,31.7,42.2,10.5,14,cloudy,30.6,0,11.9,54.1,moderate,0.751,60,27.7
TRP-00916,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 09:18:00,2025-03-03 09:19:30,1.5,31.7,40.1,8.4,14,cloudy,5.8,0,2.3,69.0,moderate,0.791,60,29.4
TRP-00917,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 09:30:00,2025-03-03 09:37:24,7.4,31.7,53.2,21.5,14,clear,18.9,0,6.7,94.7,high,0.596,60,25.3
TRP-00918,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 09:42:00,2025-03-03 09:42:00,0,31.7,53.7,22.0,14,cloudy,7.3,0,4.5,68.9,high,0.59,60,39.3
TRP-00919,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 09:54:00,2025-03-03 09:56:54,2.9,31.7,87.8,56.1,14,rain,23.0,15.1,4.6,33.0,congested,0.361,60,80.0
TRP-00920,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 10:06:00,2025-03-03 10:06:00,0,31.7,51.7,20.0,14,clear,29.1,0,11.7,54.5,high,0.613,60,36.9
TRP-00921,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 10:18:00,2025-03-03 10:18:00,0,31.7,41.6,9.9,14,cloudy,25.1,0,12.1,49.0,moderate,0.762,60,29.6
TRP-00922,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 10:30:00,2025-03-03 10:30:00,0,31.7,52.5,20.8,14,clear,26.5,0,5.7,41.7,high,0.604,60,48.5
TRP-00923,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 10:42:00,2025-03-03 10:44:18,2.3,31.7,38.5,6.8,14,clear,31.6,0,9.4,95.5,moderate,0.824,60,35.5
TRP-00924,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 10:54:00,2025-03-03 10:54:00,0,31.7,38.6,6.9,14,cloudy,8.0,0,9.8,43.4,moderate,0.822,60,76.7
TRP-00925,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 11:06:00,2025-03-03 11:06:00,0,31.7,31.0,-0.7,14,clear,26.0,0,15.2,81.4,low,1.022,60,75.5
TRP-00926,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 11:18:00,2025-03-03 11:24:30,6.5,31.7,48.8,17.1,14,clear,25.7,0,7.8,71.2,high,0.649,60,50.0
TRP-00927,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 11:30:00,2025-03-03 11:32:36,2.6,31.7,38.8,7.1,14,cloudy,2.1,0,13.1,58.5,moderate,0.817,60,22.9
TRP-00928,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 11:42:00,2025-03-03 11:43:06,1.1,31.7,57.4,25.7,14,snow,-1.2,8.7,11.1,49.6,moderate,0.552,60,72.7
TRP-00929,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 11:54:00,2025-03-03 11:54:00,0,31.7,53.2,21.5,14,clear,10.2,0,11.6,59.2,high,0.596,60,39.7
TRP-00930,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 12:06:00,2025-03-03 12:07:54,1.9,31.7,38.2,6.5,14,rain,21.7,16.2,12.0,62.8,low,0.829,60,45.9
TRP-00931,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 12:18:00,2025-03-03 12:19:18,1.3,31.7,42.7,11.0,14,cloudy,29.7,0,14.3,40.8,moderate,0.742,60,93.7
TRP-00932,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 12:30:00,2025-03-03 12:32:48,2.8,31.7,76.4,44.7,14,cloudy,27.5,0,1.7,57.9,congested,0.415,60,15.6
TRP-00933,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 12:42:00,2025-03-03 12:42:00,0,31.7,36.3,4.6,14,rain,2.3,10.4,10.8,73.3,low,0.873,60,84.8
TRP-00934,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 12:54:00,2025-03-03 12:54:00,0,31.7,38.6,6.9,14,clear,1.2,0,7.3,40.4,moderate,0.821,60,57.6
TRP-00935,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 13:06:00,2025-03-03 13:07:12,1.2,31.7,30.1,-1.6,14,clear,13.4,0,4.8,33.3,low,1.053,60,63.8
TRP-00936,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 13:18:00,2025-03-03 13:18:00,0,31.7,33.1,1.4,14,clear,32.9,0,6.3,88.6,low,0.957,60,35.5
TRP-00937,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 13:30:00,2025-03-03 13:30:00,0,31.7,31.6,-0.1,14,clear,25.5,0,2.8,90.6,low,1.004,60,94.7
TRP-00938,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 13:42:00,2025-03-03 13:42:00,0,31.7,30.6,-1.1,14,clear,4.0,0,2.4,48.7,low,1.037,60,65.1
TRP-00939,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 13:54:00,2025-03-03 13:54:00,0,31.7,34.5,2.8,14,wind,28.9,0,8.1,44.6,low,0.918,60,88.9
TRP-00940,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 14:06:00,2025-03-03 14:11:12,5.2,31.7,39.5,7.8,14,clear,13.6,0,9.8,47.7,moderate,0.803,60,37.1
TRP-00941,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 14:18:00,2025-03-03 14:18:00,0,31.7,42.8,11.1,14,cloudy,24.8,0,8.9,76.8,moderate,0.74,60,69.2
TRP-00942,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 14:30:00,2025-03-03 14:32:12,2.2,31.7,39.8,8.1,14,rain,23.8,15.9,0.5,40.7,low,0.797,60,36.4
TRP-00943,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 14:42:00,2025-03-03 14:42:00,0,31.7,32.2,0.5,14,clear,3.7,0,1.8,56.4,low,0.984,60,72.7
TRP-00944,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 14:54:00,2025-03-03 14:54:00,0,31.7,46.7,15.0,14,rain,28.0,6.5,8.5,75.1,moderate,0.679,60,42.6
TRP-00945,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 15:06:00,2025-03-03 15:10:18,4.3,31.7,40.5,8.8,14,clear,30.4,0,13.7,83.9,moderate,0.783,60,75.1
TRP-00946,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 15:18:00,2025-03-03 15:18:00,0,31.7,33.0,1.3,14,clear,12.9,0,11.4,89.3,low,0.962,60,64.6
TRP-00947,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 15:30:00,2025-03-03 15:31:42,1.7,31.7,43.7,12.0,14,rain,24.1,3.5,15.0,73.7,moderate,0.726,60,21.2
TRP-00948,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 15:42:00,2025-03-03 15:43:00,1.0,31.7,32.3,0.6,14,clear,15.8,0,4.2,90.0,low,0.981,60,72.6
TRP-00949,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 15:54:00,2025-03-03 15:54:00,0,31.7,37.2,5.5,14,rain,3.8,17.0,13.7,74.4,low,0.852,60,91.2
TRP-00950,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 16:06:00,2025-03-03 16:06:00,0,31.7,53.6,21.9,14,fog,3.7,0,5.5,71.1,moderate,0.591,60,59.4
TRP-00951,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 16:18:00,2025-03-03 16:20:48,2.8,31.7,39.9,8.2,14,clear,8.7,0,1.3,46.2,moderate,0.795,60,92.5
TRP-00952,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 16:30:00,2025-03-03 16:30:00,0,31.7,38.9,7.2,14,cloudy,15.1,0,11.4,76.9,moderate,0.814,60,68.8
TRP-00953,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 16:42:00,2025-03-03 16:42:00,0,31.7,36.2,4.5,14,wind,18.9,0,34.1,34.5,low,0.876,60,39.2
TRP-00954,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 16:54:00,2025-03-03 16:55:42,1.7,31.7,62.2,30.5,14,snow,13.1,17.9,18.6,30.7,moderate,0.51,60,21.7
TRP-00955,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 17:06:00,2025-03-03 17:06:00,0,31.7,63.3,31.6,14,rain,12.1,6.7,17.5,94.6,high,0.501,60,42.2
TRP-00956,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 17:18:00,2025-03-03 17:18:00,0,31.7,48.8,17.1,14,clear,29.9,0,9.4,58.9,high,0.649,60,24.8
TRP-00957,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 17:30:00,2025-03-03 17:30:00,0,31.7,101.6,69.9,14,fog,35.5,0,10.3,60.2,congested,0.312,60,96.0
TRP-00958,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 17:42:00,2025-03-03 17:42:00,0,31.7,39.6,7.9,14,clear,29.4,0,2.4,77.0,moderate,0.8,60,36.8
TRP-00959,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 17:54:00,2025-03-03 17:54:00,0,31.7,49.3,17.6,14,clear,15.2,0,1.9,77.1,high,0.643,60,91.4
TRP-00960,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 18:06:00,2025-03-03 18:06:00,0,31.7,52.8,21.1,14,clear,35.9,0,3.8,88.0,high,0.6,60,66.3
TRP-00961,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 18:18:00,2025-03-03 18:24:42,6.7,31.7,52.9,21.2,14,clear,12.8,0,10.2,45.8,high,0.599,60,79.8
TRP-00962,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 18:30:00,2025-03-03 18:31:06,1.1,31.7,121.9,90.2,14,snow,-0.8,19.7,24.2,31.1,congested,0.26,60,46.4
TRP-00963,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 18:42:00,2025-03-03 18:47:00,5.0,31.7,80.5,48.8,14,cloudy,1.1,0,8.5,75.3,congested,0.394,60,79.9
TRP-00964,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 18:54:00,2025-03-03 18:54:00,0,31.7,38.7,7.0,14,cloudy,26.5,0,2.6,38.4,moderate,0.82,60,77.9
TRP-00965,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 19:06:00,2025-03-03 19:13:54,7.9,31.7,93.5,61.8,14,rain,20.0,2.7,1.2,89.8,congested,0.339,60,15.2
TRP-00966,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 19:18:00,2025-03-03 19:20:00,2.0,31.7,39.2,7.5,14,cloudy,24.4,0,11.3,94.1,moderate,0.808,60,44.9
TRP-00967,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 19:30:00,2025-03-03 19:31:24,1.4,31.7,92.4,60.7,14,rain,10.0,17.4,5.1,90.8,congested,0.343,60,54.1
TRP-00968,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 19:42:00,2025-03-03 19:44:06,2.1,31.7,35.4,3.7,14,wind,10.5,0,49.5,77.2,low,0.896,60,21.1
TRP-00969,L01,Merkez - Universitesi,2025-03-03,0,0,2025-03-03 19:54:00,2025-03-03 19:54:00,0,31.7,36.4,4.7,14,wind,16.7,0,49.0,63.0,low,0.872,60,74.8
