stop_id,line_id,stop_type,hour_of_day,day_of_week,is_weekend,time_bucket,weather_condition,avg_passengers_waiting,avg_passengers_boarding,avg_dwell_time_min,sample_count,std_passengers_waiting,max_passengers_waiting,crowding_level
STP-L01-13,L01,regular,9,0,0,midday,cloudy,10,9,2.4,28,1.4,16,light
STP-L01-13,L01,regular,9,0,0,midday,clear,7,5,1.8,56,2.3,18,light
STP-L01-13,L01,regular,12,1,0,lunch,fog,13,8,2.5,85,4.0,26,light
STP-L01-13,L01,regular,12,1,0,lunch,rain,12,10,2.3,9,1.6,19,light
STP-L01-13,L01,regular,12,6,1,lunch,wind,9,5,0.9,71,3.0,14,light
STP-L01-13,L01,regular,12,6,1,lunch,cloudy,6,5,1.4,100,1.6,11,light
STP-L01-13,L01,regular,13,1,0,lunch,wind,15,12,2.5,104,5.0,23,moderate
STP-L01-13,L01,regular,13,1,0,lunch,rain,13,7,1.2,110,4.4,26,light
STP-L01-13,L01,regular,13,5,1,lunch,fog,9,8,1.3,75,3.1,16,light
STP-L01-13,L01,regular,13,5,1,lunch,snow,14,12,1.0,19,3.5,21,light
STP-L01-13,L01,regular,17,1,0,evening_rush,wind,16,14,1.6,116,2.6,36,moderate
STP-L01-13,L01,regular,17,1,0,evening_rush,snow,30,26,1.7,34,9.7,47,busy
STP-L01-13,L01,regular,17,3,0,evening_rush,fog,14,11,2.7,13,2.2,37,light
STP-L01-13,L01,regular,17,3,0,evening_rush,snow,28,21,2.3,27,5.4,58,moderate
STP-L01-13,L01,regular,17,4,0,evening_rush,cloudy,19,12,1.2,30,4.2,49,moderate
STP-L01-13,L01,regular,17,4,0,evening_rush,clear,15,13,2.7,91,4.0,21,moderate
STP-L01-13,L01,regular,17,5,1,evening_rush,cloudy,12,8,0.5,27,3.0,21,light
STP-L01-13,L01,regular,17,5,1,evening_rush,clear,9,6,0.7,58,2.1,16,light
STP-L01-13,L01,regular,17,6,1,evening_rush,wind,14,8,1.6,109,4.3,28,light
STP-L01-13,L01,regular,17,6,1,evening_rush,clear,8,6,1.5,27,1.3,12,light
STP-L01-13,L01,regular,18,0,0,evening_rush,rain,22,15,2.4,89,3.1,56,moderate
STP-L01-13,L01,regular,18,0,0,evening_rush,wind,15,10,1.7,57,4.5,35,moderate
STP-L01-13,L01,regular,18,1,0,evening_rush,fog,21,13,0.9,80,6.5,53,moderate
STP-L01-13,L01,regular,18,1,0,evening_rush,snow,23,15,2.6,11,2.6,64,moderate
STP-L01-13,L01,regular,18,2,0,evening_rush,wind,18,11,1.8,36,4.9,39,moderate
STP-L01-13,L01,regular,18,2,0,evening_rush,fog,22,13,2.7,101,7.1,51,moderate
STP-L01-13,L01,regular,18,3,0,evening_rush,cloudy,18,15,2.5,25,4.1,25,moderate
STP-L01-13,L01,regular,18,3,0,evening_rush,wind,18,13,1.5,96,5.2,38,moderate
STP-L01-13,L01,regular,18,4,0,evening_rush,fog,15,13,2.0,57,2.9,35,moderate
STP-L01-13,L01,regular,18,4,0,evening_rush,rain,18,14,2.4,116,6.0,37,moderate
STP-L01-13,L01,regular,20,0,0,evening,wind,7,5,1.3,106,2.1,13,light
STP-L01-13,L01,regular,20,0,0,evening,fog,11,7,2.2,95,3.4,24,light
STP-L01-13,L01,regular,20,2,0,evening,cloudy,7,6,1.3,66,2.3,13,light
STP-L01-13,L01,regular,20,2,0,evening,rain,8,6,0.8,61,2.1,19,light
STP-L01-13,L01,regular,20,3,0,evening,cloudy,10,8,1.2,115,2.0,24,light
STP-L01-13,L01,regular,20,3,0,evening,snow,13,12,2.4,22,2.6,18,light
STP-L01-13,L01,regular,20,4,0,evening,wind,8,6,1.4,41,1.1,17,light
STP-L01-13,L01,regular,20,4,0,evening,snow,10,6,2.0,112,2.1,18,light
STP-L01-13,L01,regular,22,1,0,evening,snow,11,9,2.8,36,2.8,25,light
STP-L01-13,L01,regular,22,1,0,evening,fog,9,6,2.6,24,1.2,20,light
STP-L01-13,L01,regular,22,2,0,evening,cloudy,8,4,0.9,36,1.9,17,light
STP-L01-13,L01,regular,22,2,0,evening,snow,14,10,1.1,97,2.1,33,light
STP-L01-14,L01,terminal,6,0,0,early_morning,clear,35,27,1.8,52,3.8,69,busy
STP-L01-14,L01,terminal,6,0,0,early_morning,wind,36,24,1.5,29,8.8,61,busy
STP-L01-14,L01,terminal,6,1,0,early_morning,fog,45,31,1.6,49,13.1,69,busy
STP-L01-14,L01,terminal,6,1,0,early_morning,rain,65,49,0.8,87,22.3,164,crowded
STP-L01-14,L01,terminal,6,6,1,early_morning,fog,31,22,1.2,33,8.2,57,busy
STP-L01-14,L01,terminal,6,6,1,early_morning,snow,38,23,2.1,106,10.1,67,busy
STP-L01-14,L01,terminal,7,2,0,morning_rush,cloudy,81,51,0.7,58,20.6,137,crowded
STP-L01-14,L01,terminal,7,2,0,morning_rush,fog,134,87,2.4,8,38.2,243,crowded
STP-L01-14,L01,terminal,7,3,0,morning_rush,wind,81,60,1.4,65,10.6,130,crowded
STP-L01-14,L01,terminal,7,3,0,morning_rush,snow,117,79,1.0,120,14.0,174,crowded
STP-L01-14,L01,terminal,7,5,1,morning_rush,cloudy,74,61,0.8,103,8.9,175,crowded
STP-L01-14,L01,terminal,7,5,1,morning_rush,rain,88,77,1.8,102,15.2,193,crowded
STP-L01-14,L01,terminal,8,0,0,morning_rush,clear,88,57,2.0,55,19.1,182,crowded
STP-L01-14,L01,terminal,8,0,0,morning_rush,wind,114,102,2.6,67,18.7,288,crowded
STP-L01-14,L01,terminal,8,1,0,morning_rush,rain,117,92,1.1,18,34.4,312,crowded
STP-L01-14,L01,terminal,8,1,0,morning_rush,fog,115,86,1.9,50,18.7,291,crowded
STP-L01-14,L01,terminal,8,2,0,morning_rush,rain,101,81,1.8,37,14.1,202,crowded
STP-L01-14,L01,terminal,8,2,0,morning_rush,cloudy,118,92,0.8,77,15.1,297,crowded
STP-L01-14,L01,terminal,8,3,0,morning_rush,cloudy,101,87,1.7,93,34.0,214,crowded
STP-L01-14,L01,terminal,8,3,0,morning_rush,rain,136,108,2.4,54,16.2,258,crowded
STP-L01-14,L01,terminal,8,6,1,morning_rush,wind,79,60,1.0,34,9.5,213,crowded
STP-L01-14,L01,terminal,8,6,1,morning_rush,cloudy,76,66,0.5,98,13.0,211,crowded
STP-L01-14,L01,terminal,12,1,0,lunch,clear,55,37,1.0,41,12.0,92,crowded
STP-L01-14,L01,terminal,12,1,0,lunch,fog,66,59,2.3,85,15.7,126,crowded
STP-L01-14,L01,terminal,12,2,0,lunch,clear,67,56,1.3,66,12.8,136,crowded
STP-L01-14,L01,terminal,12,2,0,lunch,fog,54,48,2.4,78,17.5,125,crowded
STP-L01-14,L01,terminal,12,3,0,lunch,snow,85,72,1.6,17,15.1,136,crowded
STP-L01-14,L01,terminal,12,3,0,lunch,fog,63,58,1.8,12,11.5,173,crowded
STP-L01-14,L01,terminal,12,4,0,lunch,snow,88,65,2.9,16,9.1,209,crowded
STP-L01-14,L01,terminal,12,4,0,lunch,wind,54,44,1.6,19,10.2,87,crowded
STP-L01-14,L01,terminal,12,6,1,lunch,wind,46,42,1.6,99,10.6,72,busy
STP-L01-14,L01,terminal,12,6,1,lunch,snow,59,43,1.7,19,6.2,125,crowded
STP-L01-14,L01,terminal,13,1,0,lunch,snow,109,70,1.7,56,22.5,261,crowded
STP-L01-14,L01,terminal,13,1,0,lunch,rain,65,43,2.0,62,7.5,154,crowded
STP-L01-14,L01,terminal,13,3,0,lunch,cloudy,51,34,1.6,62,11.4,107,crowded
STP-L01-14,L01,terminal,13,3,0,lunch,fog,63,39,2.1,34,8.2,129,crowded
STP-L01-14,L01,terminal,13,4,0,lunch,cloudy,48,39,1.5,53,7.3,75,busy
STP-L01-14,L01,terminal,13,4,0,lunch,rain,77,64,2.1,96,14.1,194,crowded
STP-L01-14,L01,terminal,17,2,0,evening_rush,snow,109,65,0.8,71,16.0,174,crowded
STP-L01-14,L01,terminal,17,2,0,evening_rush,cloudy,73,49,2.6,59,21.1,114,crowded
STP-L01-14,L01,terminal,17,3,0,evening_rush,rain,105,92,2.9,106,30.2,152,crowded
STP-L01-14,L01,terminal,17,3,0,evening_rush,snow,112,100,2.2,37,15.9,261,crowded
STP-L01-14,L01,terminal,18,3,0,evening_rush,wind,69,45,0.9,104,13.1,135,crowded
STP-L01-14,L01,terminal,18,3,0,evening_rush,snow,111,92,2.3,30,16.1,212,crowded
STP-L01-14,L01,terminal,20,0,0,evening,rain,66,57,1.8,42,14.0,151,crowded
STP-L01-14,L01,terminal,20,0,0,evening,clear,34,21,1.2,115,5.7,63,busy
STP-L01-14,L01,terminal,20,1,0,evening,wind,35,32,1.9,108,9.3,88,busy
STP-L01-14,L01,terminal,20,1,0,evening,fog,48,30,2.3,118,13.4,67,busy
STP-L01-14,L01,terminal,20,3,0,evening,clear,46,36,0.6,60,15.0,113,busy
STP-L01-14,L01,terminal,20,3,0,evening,snow,64,57,2.6,47,20.4,138,crowded
STP-L01-14,L01,terminal,20,4,0,evening,snow,76,59,1.3,30,17.7,116,crowded
STP-L01-14,L01,terminal,20,4,0,evening,clear,45,34,2.9,72,9.6,110,busy
STP-L01-14,L01,terminal,22,0,0,evening,wind,45,28,1.8,66,15.7,63,busy
STP-L01-14,L01,terminal,22,0,0,evening,snow,80,58,1.6,102,17.6,134,crowded
STP-L01-14,L01,terminal,22,5,1,evening,clear,27,20,1.4,100,5.7,46,moderate
STP-L01-14,L01,terminal,22,5,1,evening,fog,27,16,1.2,29,6.1,73,moderate
STP-L01-14,L01,terminal,22,6,1,evening,fog,30,24,1.3,32,4.5,48,busy
STP-L01-14,L01,terminal,22,6,1,evening,snow,43,32,2.7,102,13.0,73,busy
STP-L02-01,L02,terminal,6,0,0,early_morning,clear,37,22,1.5,76,4.5,88,busy
STP-L02-01,L02,terminal,6,0,0,early_morning,wind,38,34,2.9,60,3.9,78,busy
STP-L02-01,L02,terminal,6,1,0,early_morning,clear,40,32,2.4,11,4.3,96,busy
STP-L02-01,L02,terminal,6,1,0,early_morning,cloudy,39,33,1.5,25,11.4,103,busy
STP-L02-01,L02,terminal,6,3,0,early_morning,clear,45,28,2.0,57,14.6,93,busy
STP-L02-01,L02,terminal,6,3,0,early_morning,wind,40,24,2.1,97,10.0,101,busy
STP-L02-01,L02,terminal,6,5,1,early_morning,rain,31,26,1.8,48,6.9,85,busy
STP-L02-01,L02,terminal,6,5,1,early_morning,wind,29,22,2.4,80,6.3,64,moderate
STP-L02-01,L02,terminal,6,6,1,early_morning,rain,43,33,1.3,17,12.8,61,busy
STP-L02-01,L02,terminal,6,6,1,early_morning,wind,24,22,1.6,17,4.4,33,moderate
STP-L02-01,L02,terminal,7,0,0,morning_rush,clear,101,68,0.6,88,21.4,231,crowded
STP-L02-01,L02,terminal,7,0,0,morning_rush,fog,90,61,0.4,68,23.4,217,crowded
STP-L02-01,L02,terminal,7,1,0,morning_rush,rain,155,94,1.1,114,39.7,277,crowded
STP-L02-01,L02,terminal,7,1,0,morning_rush,snow,183,129,0.7,91,55.0,511,crowded
STP-L02-01,L02,terminal,7,2,0,morning_rush,wind,85,68,2.5,64,23.1,202,crowded
STP-L02-01,L02,terminal,7,2,0,morning_rush,cloudy,97,69,2.5,87,29.4,236,crowded
STP-L02-01,L02,terminal,8,1,0,morning_rush,rain,142,95,1.5,25,47.9,210,crowded
STP-L02-01,L02,terminal,8,1,0,morning_rush,clear,84,60,1.0,34,21.5,153,crowded
STP-L02-01,L02,terminal,8,3,0,morning_rush,fog,117,85,2.7,77,12.5,177,crowded
STP-L02-01,L02,terminal,8,3,0,morning_rush,rain,142,105,1.9,70,40.1,220,crowded
STP-L02-01,L02,terminal,8,5,1,morning_rush,fog,56,48,0.6,41,13.6,115,crowded
STP-L02-01,L02,terminal,8,5,1,morning_rush,snow,112,69,2.1,92,20.5,307,crowded
STP-L02-01,L02,terminal,8,6,1,morning_rush,rain,83,58,1.1,57,16.7,186,crowded
STP-L02-01,L02,terminal,8,6,1,morning_rush,snow,123,91,0.8,52,26.6,242,crowded
STP-L02-01,L02,terminal,9,1,0,midday,snow,57,52,1.6,57,15.9,156,crowded
STP-L02-01,L02,terminal,9,1,0,midday,cloudy,32,30,1.6,104,4.3,52,busy
STP-L02-01,L02,terminal,9,3,0,midday,fog,40,32,2.0,62,12.3,76,busy
STP-L02-01,L02,terminal,9,3,0,midday,clear,42,39,2.3,26,10.6,112,busy
STP-L02-01,L02,terminal,12,0,0,lunch,clear,52,45,2.7,27,12.1,112,crowded
STP-L02-01,L02,terminal,12,0,0,lunch,cloudy,51,38,1.7,102,14.8,119,crowded
STP-L02-01,L02,terminal,12,1,0,lunch,snow,75,58,0.9,10,13.6,105,crowded
STP-L02-01,L02,terminal,12,1,0,lunch,cloudy,56,37,1.8,47,12.8,119,crowded
STP-L02-01,L02,terminal,12,3,0,lunch,wind,73,64,0.6,44,19.8,147,crowded
STP-L02-01,L02,terminal,12,3,0,lunch,clear,55,45,1.4,114,9.6,102,crowded
STP-L02-01,L02,terminal,12,6,1,lunch,clear,35,25,1.6,44,8.9,81,busy
STP-L02-01,L02,terminal,12,6,1,lunch,wind,36,31,0.9,46,9.2,74,busy
STP-L02-01,L02,terminal,13,3,0,lunch,clear,50,36,0.8,60,9.0,135,crowded
STP-L02-01,L02,terminal,13,3,0,lunch,wind,71,64,1.3,66,7.2,129,crowded
STP-L02-01,L02,terminal,13,5,1,lunch,cloudy,47,36,2.5,79,9.2,74,busy
STP-L02-01,L02,terminal,13,5,1,lunch,rain,59,36,1.7,68,6.3,144,crowded
STP-L02-01,L02,terminal,13,6,1,lunch,clear,35,29,1.1,21,6.1,74,busy
STP-L02-01,L02,terminal,13,6,1,lunch,fog,51,40,2.9,15,13.5,104,crowded
STP-L02-01,L02,terminal,17,0,0,evening_rush,snow,126,93,1.0,86,37.1,293,crowded
STP-L02-01,L02,terminal,17,0,0,evening_rush,cloudy,68,48,1.4,28,18.8,99,crowded
STP-L02-01,L02,terminal,18,0,0,evening_rush,snow,135,94,3.0,33,25.0,377,crowded
STP-L02-01,L02,terminal,18,0,0,evening_rush,rain,106,98,2.9,110,27.2,205,crowded
STP-L02-01,L02,terminal,18,3,0,evening_rush,snow,154,144,2.5,88,26.0,364,crowded
STP-L02-01,L02,terminal,18,3,0,evening_rush,wind,100,63,1.1,116,32.4,149,crowded
STP-L02-01,L02,terminal,20,4,0,evening,wind,34,24,1.9,45,6.2,91,busy
STP-L02-01,L02,terminal,20,4,0,evening,fog,56,39,2.8,76,18.5,124,crowded
STP-L02-01,L02,terminal,20,5,1,evening,cloudy,24,19,1.1,100,5.5,52,moderate
STP-L02-01,L02,terminal,20,5,1,evening,clear,26,16,1.4,95,3.6,66,moderate
STP-L02-01,L02,terminal,22,0,0,evening,snow,58,36,1.3,21,15.4,130,crowded
STP-L02-01,L02,terminal,22,0,0,evening,fog,56,48,2.7,66,14.3,112,crowded
STP-L02-01,L02,terminal,22,1,0,evening,fog,35,27,1.8,58,11.0,52,busy
STP-L02-01,L02,terminal,22,1,0,evening,rain,65,53,2.0,93,20.4,154,crowded
STP-L02-01,L02,terminal,22,3,0,evening,wind,47,30,0.8,77,10.9,101,busy
STP-L02-01,L02,terminal,22,3,0,evening,rain,61,45,2.3,20,15.3,141,crowded
STP-L02-01,L02,terminal,22,4,0,evening,wind,38,32,2.1,14,6.7,97,busy
STP-L02-01,L02,terminal,22,4,0,evening,snow,49,30,2.3,9,7.5,74,busy
STP-L02-01,L02,terminal,22,6,1,evening,wind,23,21,1.0,91,7.7,59,moderate
STP-L02-01,L02,terminal,22,6,1,evening,rain,33,22,2.2,24,3.9,53,busy
STP-L02-02,L02,market,6,0,0,early_morning,snow,38,35,2.0,66,5.7,77,busy
STP-L02-02,L02,market,6,0,0,early_morning,fog,25,15,1.8,81,7.8,46,moderate
STP-L02-02,L02,market,6,6,1,early_morning,snow,21,18,2.9,106,5.5,49,moderate
STP-L02-02,L02,market,6,6,1,early_morning,rain,21,16,2.5,10,4.1,31,moderate
STP-L02-02,L02,market,7,1,0,morning_rush,snow,93,74,1.4,14,14.8,170,crowded
STP-L02-02,L02,market,7,1,0,morning_rush,cloudy,52,48,1.2,46,15.3,132,crowded
STP-L02-02,L02,market,7,5,1,morning_rush,wind,40,30,0.5,62,13.9,85,busy
STP-L02-02,L02,market,7,5,1,morning_rush,clear,41,32,2.9,85,7.9,97,busy
STP-L02-02,L02,market,8,0,0,morning_rush,fog,54,50,1.8,33,13.7,122,crowded
STP-L02-02,L02,market,8,0,0,morning_rush,wind,58,53,1.9,31,7.5,143,crowded
STP-L02-02,L02,market,8,1,0,morning_rush,fog,63,41,2.1,88,14.4,123,crowded
STP-L02-02,L02,market,8,1,0,morning_rush,snow,71,51,0.8,15,7.4,149,crowded
STP-L02-02,L02,market,8,2,0,morning_rush,rain,67,55,0.4,41,8.1,129,crowded
STP-L02-02,L02,market,8,2,0,morning_rush,clear,64,50,0.7,16,21.9,147,crowded
STP-L02-02,L02,market,8,5,1,morning_rush,rain,44,29,2.1,101,9.8,68,busy
STP-L02-02,L02,market,8,5,1,morning_rush,cloudy,35,27,2.0,37,4.2,94,busy
STP-L02-02,L02,market,9,1,0,midday,fog,23,17,2.0,64,5.3,35,moderate
STP-L02-02,L02,market,9,1,0,midday,clear,22,14,2.2,118,7.6,54,moderate
STP-L02-02,L02,market,12,0,0,lunch,rain,40,24,2.6,100,11.6,84,busy
STP-L02-02,L02,market,12,0,0,lunch,cloudy,28,26,0.4,52,6.3,43,moderate
STP-L02-02,L02,market,12,1,0,lunch,clear,36,29,1.3,23,9.0,91,busy
STP-L02-02,L02,market,12,1,0,lunch,fog,38,26,2.5,73,4.7,76,busy
STP-L02-02,L02,market,12,2,0,lunch,wind,35,30,1.6,104,12.1,63,busy
STP-L02-02,L02,market,12,2,0,lunch,clear,23,17,2.8,34,4.9,61,moderate
STP-L02-02,L02,market,12,4,0,lunch,fog,37,23,2.7,57,8.0,89,busy
STP-L02-02,L02,market,12,4,0,lunch,wind,35,26,1.3,51,8.1,72,busy
STP-L02-02,L02,market,13,0,0,lunch,rain,40,25,2.4,69,13.4,100,busy
STP-L02-02,L02,market,13,0,0,lunch,clear,34,28,1.9,61,6.3,82,busy
STP-L02-02,L02,market,13,1,0,lunch,rain,39,29,2.6,46,8.1,83,busy
STP-L02-02,L02,market,13,1,0,lunch,clear,24,21,1.9,21,7.1,41,moderate
STP-L02-02,L02,market,13,3,0,lunch,rain,42,31,0.7,52,7.3,76,busy
STP-L02-02,L02,market,13,3,0,lunch,snow,61,47,1.0,110,16.8,96,crowded
STP-L02-02,L02,market,13,4,0,lunch,clear,38,27,1.7,13,6.4,64,busy
STP-L02-02,L02,market,13,4,0,lunch,rain,43,36,2.0,55,8.0,72,busy
STP-L02-02,L02,market,13,5,1,lunch,wind,21,13,0.9,86,5.3,46,moderate
STP-L02-02,L02,market,13,5,1,lunch,rain,24,22,1.8,110,6.4,49,moderate
STP-L02-02,L02,market,13,6,1,lunch,rain,25,17,2.5,91,2.7,67,moderate
STP-L02-02,L02,market,13,6,1,lunch,fog,22,16,0.6,102,3.4,34,moderate
STP-L02-02,L02,market,17,1,0,evening_rush,snow,84,55,1.0,35,27.7,174,crowded
STP-L02-02,L02,market,17,1,0,evening_rush,rain,48,31,1.5,72,16.4,106,busy
STP-L02-02,L02,market,17,3,0,evening_rush,clear,46,43,0.9,87,16.1,67,busy
STP-L02-02,L02,market,17,3,0,evening_rush,fog,42,34,2.7,99,12.4,113,busy
STP-L02-02,L02,market,18,2,0,evening_rush,wind,52,37,2.1,27,14.0,115,crowded
STP-L02-02,L02,market,18,2,0,evening_rush,rain,74,57,2.3,102,17.6,126,crowded
STP-L02-02,L02,market,18,5,1,evening_rush,fog,39,30,0.5,39,11.2,82,busy
STP-L02-02,L02,market,18,5,1,evening_rush,clear,35,31,2.6,52,8.8,87,busy
STP-L02-02,L02,market,18,6,1,evening_rush,wind,34,24,1.1,109,7.8,52,busy
STP-L02-02,L02,market,18,6,1,evening_rush,rain,35,22,1.3,45,9.2,49,busy
STP-L02-02,L02,market,20,0,0,evening,clear,23,19,2.7,74,5.0,46,moderate
STP-L02-02,L02,market,20,0,0,evening,wind,28,21,0.8,43,6.6,68,moderate
STP-L02-02,L02,market,22,0,0,evening,wind,26,17,2.8,46,9.1,55,moderate
STP-L02-02,L02,market,22,0,0,evening,snow,40,37,0.8,95,4.2,81,busy
STP-L02-02,L02,market,22,4,0,evening,cloudy,24,16,2.5,58,6.4,53,moderate
STP-L02-02,L02,market,22,4,0,evening,wind,21,19,1.8,119,3.6,40,moderate
STP-L02-02,L02,market,22,6,1,evening,clear,11,6,1.7,32,2.0,21,light
STP-L02-02,L02,market,22,6,1,evening,wind,16,10,2.6,13,4.4,28,moderate
STP-L02-03,L02,residential,6,1,0,early_morning,clear,12,8,0.6,67,2.3,24,light
STP-L02-03,L02,residential,6,1,0,early_morning,rain,17,12,2.0,103,5.3,30,moderate
STP-L02-03,L02,residential,6,2,0,early_morning,clear,11,9,1.2,17,2.4,16,light
STP-L02-03,L02,residential,6,2,0,early_morning,fog,16,10,0.5,78,4.5,42,moderate
STP-L02-03,L02,residential,6,3,0,early_morning,cloudy,15,12,2.3,31,2.9,38,moderate
STP-L02-03,L02,residential,6,3,0,early_morning,clear,13,10,0.8,113,4.4,18,light
STP-L02-03,L02,residential,6,5,1,early_morning,wind,8,6,2.5,65,2.3,16,light
STP-L02-03,L02,residential,6,5,1,early_morning,clear,10,8,1.2,39,2.8,23,light
STP-L02-03,L02,residential,7,2,0,morning_rush,snow,54,34,0.8,26,17.7,140,crowded
STP-L02-03,L02,residential,7,2,0,morning_rush,clear,35,24,2.5,66,8.9,60,busy
STP-L02-03,L02,residential,7,3,0,morning_rush,wind,39,28,0.5,81,6.3,64,busy
STP-L02-03,L02,residential,7,3,0,morning_rush,snow,52,48,2.9,12,14.0,103,crowded
STP-L02-03,L02,residential,7,4,0,morning_rush,wind,26,15,2.7,61,5.7,59,moderate
STP-L02-03,L02,residential,7,4,0,morning_rush,fog,35,32,0.5,88,10.5,66,busy
STP-L02-03,L02,residential,8,4,0,morning_rush,fog,38,30,2.6,68,6.3,104,busy
STP-L02-03,L02,residential,8,4,0,morning_rush,rain,48,42,0.5,41,10.4,117,busy
STP-L02-03,L02,residential,8,6,1,morning_rush,fog,17,15,1.5,59,4.4,45,moderate
STP-L02-03,L02,residential,8,6,1,morning_rush,snow,37,27,2.0,115,5.8,71,busy
STP-L02-03,L02,residential,9,4,0,midday,wind,12,10,2.9,78,3.6,30,light
STP-L02-03,L02,residential,9,4,0,midday,cloudy,13,9,2.1,108,2.1,34,light
STP-L02-03,L02,residential,9,6,1,midday,clear,7,5,1.8,52,2.4,18,light
STP-L02-03,L02,residential,9,6,1,midday,snow,11,7,1.7,11,3.1,20,light
STP-L02-03,L02,residential,12,0,0,lunch,clear,19,14,2.1,12,6.3,38,moderate
STP-L02-03,L02,residential,12,0,0,lunch,fog,15,10,2.7,60,2.1,23,moderate
STP-L02-03,L02,residential,12,4,0,lunch,cloudy,17,14,0.6,81,2.8,36,moderate
STP-L02-03,L02,residential,12,4,0,lunch,fog,22,18,1.6,117,4.8,33,moderate
STP-L02-03,L02,residential,12,6,1,lunch,clear,8,5,0.6,67,1.9,13,light
STP-L02-03,L02,residential,12,6,1,lunch,wind,13,9,1.0,70,1.6,18,light
STP-L02-03,L02,residential,13,3,0,lunch,fog,18,10,1.7,28,3.4,28,moderate
STP-L02-03,L02,residential,13,3,0,lunch,wind,21,14,2.0,11,3.8,57,moderate
STP-L02-03,L02,residential,13,5,1,lunch,wind,10,8,1.0,111,2.9,25,light
STP-L02-03,L02,residential,13,5,1,lunch,rain,13,9,0.9,117,1.9,29,light
STP-L02-03,L02,residential,17,0,0,evening_rush,cloudy,23,18,2.2,41,7.7,49,moderate
STP-L02-03,L02,residential,17,0,0,evening_rush,clear,28,18,1.1,94,4.4,67,moderate
STP-L02-03,L02,residential,17,1,0,evening_rush,clear,24,21,2.6,112,2.7,45,moderate
STP-L02-03,L02,residential,17,1,0,evening_rush,rain,39,24,2.5,80,5.0,68,busy
STP-L02-03,L02,residential,17,4,0,evening_rush,wind,24,22,0.5,65,2.5,62,moderate
STP-L02-03,L02,residential,17,4,0,evening_rush,fog,33,28,2.1,70,8.7,71,busy
STP-L02-03,L02,residential,17,6,1,evening_rush,clear,16,10,2.8,53,1.8,41,moderate
STP-L02-03,L02,residential,17,6,1,evening_rush,fog,19,11,3.0,81,6.1,27,moderate
STP-L02-03,L02,residential,18,5,1,evening_rush,wind,19,17,0.8,98,5.6,51,moderate
STP-L02-03,L02,residential,18,5,1,evening_rush,rain,23,17,1.9,72,4.5,39,moderate
STP-L02-03,L02,residential,18,6,1,evening_rush,rain,18,12,2.3,34,4.2,48,moderate
STP-L02-03,L02,residential,18,6,1,evening_rush,wind,19,17,2.9,82,5.9,27,moderate
STP-L02-03,L02,residential,20,5,1,evening,fog,8,5,1.4,46,2.4,18,light
STP-L02-03,L02,residential,20,5,1,evening,snow,12,7,2.8,115,2.2,29,light
STP-L02-03,L02,residential,22,5,1,evening,clear,6,4,2.5,114,0.9,13,light
STP-L02-03,L02,residential,22,5,1,evening,fog,10,7,0.6,82,2.4,17,light
STP-L02-04,L02,regular,6,0,0,early_morning,clear,6,3,2.5,34,1.7,10,light
STP-L02-04,L02,regular,6,0,0,early_morning,snow,10,7,2.0,117,1.2,14,light
STP-L02-04,L02,regular,6,1,0,early_morning,clear,8,5,1.0,66,1.3,20,light
STP-L02-04,L02,regular,6,1,0,early_morning,cloudy,7,6,2.3,46,1.0,16,light
STP-L02-04,L02,regular,6,2,0,early_morning,snow,15,11,0.6,10,4.5,41,moderate
STP-L02-04,L02,regular,6,2,0,early_morning,rain,10,7,2.1,116,1.7,21,light
STP-L02-04,L02,regular,6,3,0,early_morning,wind,9,5,1.7,59,1.3,22,light
STP-L02-04,L02,regular,6,3,0,early_morning,fog,10,6,1.5,93,1.3,19,light
STP-L02-04,L02,regular,6,6,1,early_morning,fog,7,4,2.7,60,1.5,13,light
STP-L02-04,L02,regular,6,6,1,early_morning,wind,7,5,2.3,66,1.4,17,light
STP-L02-04,L02,regular,8,0,0,morning_rush,snow,35,26,2.8,18,5.8,69,busy
STP-L02-04,L02,regular,8,0,0,morning_rush,wind,26,16,2.8,89,7.0,45,moderate
STP-L02-04,L02,regular,8,2,0,morning_rush,rain,21,14,0.7,87,3.9,30,moderate
STP-L02-04,L02,regular,8,2,0,morning_rush,clear,18,15,2.0,76,4.8,37,moderate
STP-L02-04,L02,regular,8,4,0,morning_rush,wind,18,13,1.0,97,5.2,29,moderate
STP-L02-04,L02,regular,8,4,0,morning_rush,fog,22,17,2.2,78,5.5,38,moderate
STP-L02-04,L02,regular,9,1,0,midday,clear,7,5,1.9,111,1.8,15,light
STP-L02-04,L02,regular,9,1,0,midday,wind,7,4,1.2,112,0.7,17,light
STP-L02-04,L02,regular,9,2,0,midday,clear,9,6,2.9,27,2.7,14,light
STP-L02-04,L02,regular,9,2,0,midday,fog,7,4,2.7,75,1.3,15,light
STP-L02-04,L02,regular,9,3,0,midday,snow,15,11,3.0,94,3.9,41,moderate
STP-L02-04,L02,regular,9,3,0,midday,rain,9,6,0.5,37,3.0,20,light
STP-L02-04,L02,regular,9,5,1,midday,fog,6,4,2.7,14,1.1,13,light
STP-L02-04,L02,regular,9,5,1,midday,clear,5,3,2.5,112,1.6,12,light
STP-L02-04,L02,regular,9,6,1,midday,snow,8,6,0.9,31,1.8,21,light
STP-L02-04,L02,regular,9,6,1,midday,wind,4,3,2.8,13,1.3,8,empty
