observation_id,trip_id,line_id,stop_id,stop_sequence,stop_type,date,day_of_week,is_weekend,hour_of_day,time_bucket,planned_arrival,actual_arrival,delay_min,is_delayed,passengers_waiting,passengers_boarding,passengers_alighting,dwell_time_min,cumulative_delay_min,weather_condition,traffic_level,speed_factor,minutes_to_next_bus
OBS-001192,TRP-00239,L03,STP-L03-03,3,hospital,2025-03-01,5,1,18,evening_rush,2025-03-01 19:00:18,2025-03-01 19:00:54,0.6,0,47,36,19,2.5,0.6,cloudy,low,0.902,6.2
OBS-001193,TRP-00239,L03,STP-L03-04,4,regular,2025-03-01,5,1,18,evening_rush,2025-03-01 19:05:18,2025-03-01 19:06:00,0.7,0,11,5,6,1.2,0.7,cloudy,low,0.902,14.8
OBS-001194,TRP-00239,L03,STP-L03-05,5,regular,2025-03-01,5,1,18,evening_rush,2025-03-01 19:09:24,2025-03-01 19:10:12,0.8,0,11,2,3,0.9,0.8,cloudy,low,0.902,15.1
OBS-001195,TRP-00239,L03,STP-L03-06,6,hospital,2025-03-01,5,1,18,evening_rush,2025-03-01 19:12:24,2025-03-01 19:13:36,1.2,0,43,7,5,1.1,1.2,cloudy,low,0.902,11.8
OBS-001196,TRP-00239,L03,STP-L03-07,7,market,2025-03-01,5,1,18,evening_rush,2025-03-01 19:15:48,2025-03-01 19:17:12,1.4,0,30,8,3,1.1,1.4,cloudy,low,0.902,10.7
OBS-001197,TRP-00239,L03,STP-L03-08,8,residential,2025-03-01,5,1,18,evening_rush,2025-03-01 19:20:42,2025-03-01 19:22:18,1.6,0,13,1,6,0.6,1.6,cloudy,low,0.902,8.0
OBS-001198,TRP-00239,L03,STP-L03-09,9,terminal,2025-03-01,5,1,18,evening_rush,2025-03-01 19:23:36,2025-03-01 19:25:30,1.9,0,55,54,3,2.9,1.9,cloudy,low,0.902,7.0
OBS-001199,TRP-00567,L02,STP-L02-01,1,terminal,2025-03-02,6,1,13,lunch,2025-03-02 13:01:30,2025-03-02 13:01:42,0.2,0,40,39,22,3.2,0.2,wind,low,0.897,8.7
OBS-001200,TRP-00567,L02,STP-L02-02,2,market,2025-03-02,6,1,13,lunch,2025-03-02 13:06:12,2025-03-02 13:06:36,0.4,0,18,4,5,0.7,0.4,wind,low,0.897,11.3
OBS-001201,TRP-00567,L02,STP-L02-03,3,residential,2025-03-02,6,1,13,lunch,2025-03-02 13:08:54,2025-03-02 13:09:30,0.6,0,12,5,2,1.2,0.6,wind,low,0.897,12.6
OBS-001202,TRP-00567,L02,STP-L02-04,4,regular,2025-03-02,6,1,13,lunch,2025-03-02 13:12:54,2025-03-02 13:13:54,1.0,0,10,8,11,1.2,1.0,wind,low,0.897,22.1
OBS-001203,TRP-00567,L02,STP-L02-05,5,hospital,2025-03-02,6,1,13,lunch,2025-03-02 13:17:00,2025-03-02 13:18:36,1.6,0,22,8,8,1.2,1.6,wind,low,0.897,21.0
OBS-001204,TRP-00567,L02,STP-L02-06,6,residential,2025-03-02,6,1,13,lunch,2025-03-02 13:19:54,2025-03-02 13:21:36,1.7,0,13,9,12,1.3,1.7,wind,low,0.897,24.2
OBS-001205,TRP-00567,L02,STP-L02-07,7,university,2025-03-02,6,1,13,lunch,2025-03-02 13:23:36,2025-03-02 13:25:42,2.1,1,56,27,20,2.1,2.1,wind,low,0.897,22.6
OBS-001206,TRP-00567,L02,STP-L02-08,8,hospital,2025-03-02,6,1,13,lunch,2025-03-02 13:27:12,2025-03-02 13:29:30,2.3,1,32,21,16,2.2,2.3,wind,low,0.897,10.7
OBS-001207,TRP-00567,L02,STP-L02-09,9,market,2025-03-02,6,1,13,lunch,2025-03-02 13:31:36,2025-03-02 13:34:06,2.5,1,26,22,5,1.3,2.5,wind,low,0.897,20.9
OBS-001208,TRP-00567,L02,STP-L02-10,10,hospital,2025-03-02,6,1,13,lunch,2025-03-02 13:35:36,2025-03-02 13:38:12,2.6,1,32,13,13,1.6,2.6,wind,low,0.897,9.6
OBS-001209,TRP-00567,L02,STP-L02-11,11,terminal,2025-03-02,6,1,13,lunch,2025-03-02 13:40:36,2025-03-02 13:43:54,3.3,1,43,7,7,0.8,3.3,wind,low,0.897,11.1
OBS-001210,TRP-09639,L03,STP-L03-01,1,terminal,2025-03-22,5,1,17,evening_rush,2025-03-22 17:33:12,2025-03-22 17:35:36,2.4,1,50,17,1,1.3,2.4,wind,congested,0.379,16.9
OBS-001211,TRP-09639,L03,STP-L03-02,2,market,2025-03-22,5,1,17,evening_rush,2025-03-22 17:36:30,2025-03-22 17:41:48,5.3,1,39,15,15,2.0,5.3,wind,congested,0.379,27.4
OBS-001212,TRP-09639,L03,STP-L03-03,3,hospital,2025-03-22,5,1,17,evening_rush,2025-03-22 17:41:54,2025-03-22 17:53:24,11.5,1,45,36,11,2.3,11.5,wind,congested,0.379,36.9
OBS-001213,TRP-09639,L03,STP-L03-04,4,regular,2025-03-22,5,1,17,evening_rush,2025-03-22 17:46:42,2025-03-22 18:02:24,15.7,1,9,3,6,1.2,15.7,wind,congested,0.379,26.7
OBS-001214,TRP-09639,L03,STP-L03-05,5,regular,2025-03-22,5,1,17,evening_rush,2025-03-22 17:50:48,2025-03-22 18:11:12,20.4,1,9,6,9,1.2,20.4,wind,congested,0.379,26.0
OBS-001215,TRP-09639,L03,STP-L03-06,6,hospital,2025-03-22,5,1,17,evening_rush,2025-03-22 17:54:06,2025-03-22 18:17:36,23.5,1,30,15,13,1.9,23.5,wind,congested,0.379,27.8
OBS-001216,TRP-09639,L03,STP-L03-07,7,market,2025-03-22,5,1,17,evening_rush,2025-03-22 17:58:18,2025-03-22 18:25:18,27.0,1,28,28,15,1.8,27.0,wind,congested,0.379,35.4
OBS-001217,TRP-09639,L03,STP-L03-08,8,residential,2025-03-22,5,1,17,evening_rush,2025-03-22 18:03:54,2025-03-22 18:37:00,33.1,1,13,10,7,0.8,33.1,wind,congested,0.379,20.5
OBS-001218,TRP-09639,L03,STP-L03-09,9,terminal,2025-03-22,5,1,17,evening_rush,2025-03-22 18:07:00,2025-03-22 18:43:48,36.8,1,58,33,25,3.0,36.8,wind,congested,0.379,17.9
OBS-001219,TRP-09494,L01,STP-L01-01,1,terminal,2025-03-22,5,1,22,evening,2025-03-22 22:31:54,2025-03-22 22:33:36,1.7,0,32,31,22,2.6,1.7,snow,moderate,0.499,31.3
OBS-001220,TRP-09494,L01,STP-L01-02,2,regular,2025-03-22,5,1,22,evening,2025-03-22 22:36:00,2025-03-22 22:39:12,3.2,1,10,4,3,0.6,3.2,snow,moderate,0.499,14.0
OBS-001221,TRP-09494,L01,STP-L01-03,3,regular,2025-03-22,5,1,22,evening,2025-03-22 22:38:48,2025-03-22 22:44:00,5.2,1,10,8,4,0.8,5.2,snow,moderate,0.499,22.9
OBS-001222,TRP-09494,L01,STP-L01-04,4,university,2025-03-22,5,1,22,evening,2025-03-22 22:42:36,2025-03-22 22:50:24,7.8,1,57,18,19,1.6,7.8,snow,moderate,0.499,32.9
OBS-001223,TRP-09494,L01,STP-L01-05,5,hospital,2025-03-22,5,1,22,evening,2025-03-22 22:45:42,2025-03-22 22:55:06,9.4,1,24,17,9,1.4,9.4,snow,moderate,0.499,30.4
OBS-001224,TRP-09494,L01,STP-L01-06,6,residential,2025-03-22,5,1,22,evening,2025-03-22 22:50:30,2025-03-22 23:03:12,12.7,1,13,1,3,0.7,12.7,snow,moderate,0.499,14.4
OBS-001225,TRP-09494,L01,STP-L01-07,7,regular,2025-03-22,5,1,22,evening,2025-03-22 22:54:06,2025-03-22 23:09:18,15.2,1,7,6,0,0.6,15.2,snow,moderate,0.499,33.5
OBS-001226,TRP-09494,L01,STP-L01-08,8,regular,2025-03-22,5,1,22,evening,2025-03-22 22:57:12,2025-03-22 23:14:54,17.7,1,9,9,8,1.1,17.7,snow,moderate,0.499,31.3
OBS-001227,TRP-09494,L01,STP-L01-09,9,university,2025-03-22,5,1,22,evening,2025-03-22 22:59:48,2025-03-22 23:18:54,19.1,1,46,10,9,0.9,19.1,snow,moderate,0.499,19.0
OBS-001228,TRP-09494,L01,STP-L01-10,10,regular,2025-03-22,5,1,22,evening,2025-03-22 23:02:42,2025-03-22 23:23:54,21.2,1,7,6,1,0.5,21.2,snow,moderate,0.499,32.1
OBS-001229,TRP-09494,L01,STP-L01-11,11,regular,2025-03-22,5,1,22,evening,2025-03-22 23:05:48,2025-03-22 23:29:30,23.7,1,6,3,7,0.6,23.7,snow,moderate,0.499,24.0
OBS-001230,TRP-09494,L01,STP-L01-12,12,regular,2025-03-22,5,1,22,evening,2025-03-22 23:09:12,2025-03-22 23:35:48,26.6,1,8,1,3,1.1,26.6,snow,moderate,0.499,13.7
OBS-001231,TRP-09494,L01,STP-L01-13,13,regular,2025-03-22,5,1,22,evening,2025-03-22 23:12:42,2025-03-22 23:42:00,29.3,1,10,3,1,0.9,29.3,snow,moderate,0.499,14.0
OBS-001232,TRP-09494,L01,STP-L01-14,14,terminal,2025-03-22,5,1,22,evening,2025-03-22 23:15:06,2025-03-22 23:45:42,30.6,1,31,14,4,1.3,30.6,snow,moderate,0.499,12.8
OBS-001233,TRP-12261,L03,STP-L03-01,1,terminal,2025-03-28,4,0,6,early_morning,2025-03-28 06:31:30,2025-03-28 06:32:30,1.0,0,59,52,18,3.0,1.0,snow,moderate,0.554,19.9
OBS-001234,TRP-12261,L03,STP-L03-02,2,market,2025-03-28,4,0,6,early_morning,2025-03-28 06:36:30,2025-03-28 06:39:12,2.7,1,41,4,1,0.7,2.7,snow,moderate,0.554,18.5
OBS-001235,TRP-12261,L03,STP-L03-03,3,hospital,2025-03-28,4,0,6,early_morning,2025-03-28 06:40:36,2025-03-28 06:46:12,5.6,1,55,6,3,0.9,5.6,snow,moderate,0.554,21.7
OBS-001236,TRP-12261,L03,STP-L03-04,4,regular,2025-03-28,4,0,6,early_morning,2025-03-28 06:44:00,2025-03-28 06:51:42,7.7,1,15,12,5,1.1,7.7,snow,moderate,0.554,11.0
OBS-001237,TRP-12261,L03,STP-L03-05,5,regular,2025-03-28,4,0,6,early_morning,2025-03-28 06:48:00,2025-03-28 06:58:06,10.1,1,15,15,13,1.8,10.1,snow,moderate,0.554,20.4
OBS-001238,TRP-12261,L03,STP-L03-06,6,hospital,2025-03-28,4,0,6,early_morning,2025-03-28 06:51:54,2025-03-28 07:04:00,12.1,1,47,20,18,2.2,12.1,snow,moderate,0.554,24.2
OBS-001239,TRP-12261,L03,STP-L03-07,7,market,2025-03-28,4,0,6,early_morning,2025-03-28 06:56:24,2025-03-28 07:10:06,13.7,1,38,11,6,1.0,13.7,snow,moderate,0.554,11.4
OBS-001240,TRP-12261,L03,STP-L03-08,8,residential,2025-03-28,4,0,6,early_morning,2025-03-28 07:01:12,2025-03-28 07:18:24,17.2,1,22,19,8,1.2,17.2,snow,moderate,0.554,14.2
OBS-001241,TRP-12261,L03,STP-L03-09,9,terminal,2025-03-28,4,0,6,early_morning,2025-03-28 07:04:42,2025-03-28 07:23:54,19.2,1,48,44,18,2.5,19.2,snow,moderate,0.554,14.7
OBS-001242,TRP-03759,L03,STP-L03-01,1,terminal,2025-03-09,6,1,8,morning_rush,2025-03-09 08:11:30,2025-03-09 08:13:30,2.0,0,56,26,17,2.4,2.0,cloudy,congested,0.396,14.6
OBS-001243,TRP-03759,L03,STP-L03-02,2,market,2025-03-09,6,1,8,morning_rush,2025-03-09 08:15:54,2025-03-09 08:20:36,4.7,1,38,31,28,2.4,4.7,cloudy,congested,0.396,26.0
OBS-001244,TRP-03759,L03,STP-L03-03,3,hospital,2025-03-09,6,1,8,morning_rush,2025-03-09 08:21:42,2025-03-09 08:31:48,10.1,1,44,3,4,0.7,10.1,cloudy,congested,0.396,13.6
OBS-001245,TRP-03759,L03,STP-L03-04,4,regular,2025-03-09,6,1,8,morning_rush,2025-03-09 08:24:54,2025-03-09 08:38:30,13.6,1,14,11,11,1.3,13.6,cloudy,congested,0.396,22.8
OBS-001246,TRP-03759,L03,STP-L03-05,5,regular,2025-03-09,6,1,8,morning_rush,2025-03-09 08:29:06,2025-03-09 08:46:42,17.6,1,11,5,3,1.2,17.6,cloudy,congested,0.396,18.6
OBS-001247,TRP-03759,L03,STP-L03-06,6,hospital,2025-03-09,6,1,8,morning_rush,2025-03-09 08:32:24,2025-03-09 08:53:36,21.2,1,50,6,1,1.0,21.2,cloudy,congested,0.396,24.1
OBS-001248,TRP-03759,L03,STP-L03-07,7,market,2025-03-09,6,1,8,morning_rush,2025-03-09 08:35:42,2025-03-09 09:00:42,25.0,1,44,31,0,1.5,25.0,cloudy,congested,0.396,31.6
OBS-001249,TRP-03759,L03,STP-L03-08,8,residential,2025-03-09,6,1,8,morning_rush,2025-03-09 08:41:00,2025-03-09 09:12:24,31.4,1,24,22,7,2.0,31.4,cloudy,congested,0.396,32.6
OBS-001250,TRP-03759,L03,STP-L03-09,9,terminal,2025-03-09,6,1,8,morning_rush,2025-03-09 08:45:18,2025-03-09 09:20:18,35.0,1,69,61,16,3.4,35.0,cloudy,congested,0.396,21.9
OBS-001251,TRP-06898,L03,STP-L03-01,1,terminal,2025-03-16,6,1,8,morning_rush,2025-03-16 08:46:36,2025-03-16 08:46:54,0.3,0,55,24,11,2.0,0.3,clear,moderate,0.831,10.9
OBS-001252,TRP-06898,L03,STP-L03-02,2,market,2025-03-16,6,1,8,morning_rush,2025-03-16 08:50:36,2025-03-16 08:51:12,0.6,0,36,8,8,1.1,0.6,clear,moderate,0.831,12.9
OBS-001253,TRP-06898,L03,STP-L03-03,3,hospital,2025-03-16,6,1,8,morning_rush,2025-03-16 08:55:06,2025-03-16 08:56:36,1.5,0,49,39,27,2.7,1.5,clear,moderate,0.831,9.2
OBS-001254,TRP-06898,L03,STP-L03-04,4,regular,2025-03-16,6,1,8,morning_rush,2025-03-16 09:00:18,2025-03-16 09:02:30,2.2,1,10,9,1,0.8,2.2,clear,moderate,0.831,13.8
OBS-001255,TRP-06898,L03,STP-L03-05,5,regular,2025-03-16,6,1,8,morning_rush,2025-03-16 09:04:00,2025-03-16 09:06:48,2.8,1,15,9,14,1.3,2.8,clear,moderate,0.831,11.4
OBS-001256,TRP-06898,L03,STP-L03-06,6,hospital,2025-03-16,6,1,8,morning_rush,2025-03-16 09:07:24,2025-03-16 09:10:42,3.3,1,37,32,6,2.2,3.3,clear,moderate,0.831,9.5
OBS-001257,TRP-06898,L03,STP-L03-07,7,market,2025-03-16,6,1,8,morning_rush,2025-03-16 09:11:54,2025-03-16 09:15:42,3.8,1,35,10,2,1.2,3.8,clear,moderate,0.831,15.8
OBS-001258,TRP-06898,L03,STP-L03-08,8,residential,2025-03-16,6,1,8,morning_rush,2025-03-16 09:16:54,2025-03-16 09:21:30,4.6,1,19,13,10,1.1,4.6,clear,moderate,0.831,7.9
OBS-001259,TRP-06898,L03,STP-L03-09,9,terminal,2025-03-16,6,1,8,morning_rush,2025-03-16 09:20:18,2025-03-16 09:25:24,5.1,1,66,15,18,1.5,5.1,clear,moderate,0.831,11.8
OBS-001260,TRP-10147,L04,STP-L04-01,1,terminal,2025-03-23,6,1,14,afternoon,2025-03-23 14:39:24,2025-03-23 14:40:54,1.5,0,31,12,16,1.9,1.5,snow,moderate,0.52,50.2
OBS-001261,TRP-10147,L04,STP-L04-02,2,residential,2025-03-23,6,1,14,afternoon,2025-03-23 14:43:48,2025-03-23 14:47:30,3.7,1,11,2,5,0.8,3.7,snow,moderate,0.52,55.0
OBS-001262,TRP-10147,L04,STP-L04-03,3,university,2025-03-23,6,1,14,afternoon,2025-03-23 14:46:54,2025-03-23 14:53:00,6.1,1,40,11,1,1.2,6.1,snow,moderate,0.52,48.0
OBS-001263,TRP-10147,L04,STP-L04-04,4,university,2025-03-23,6,1,14,afternoon,2025-03-23 14:50:24,2025-03-23 14:58:48,8.4,1,50,3,1,1.0,8.4,snow,moderate,0.52,43.6
OBS-001264,TRP-10147,L04,STP-L04-05,5,hospital,2025-03-23,6,1,14,afternoon,2025-03-23 14:53:18,2025-03-23 15:03:18,10.0,1,28,2,1,0.4,10.0,snow,moderate,0.52,48.1
OBS-001265,TRP-10147,L04,STP-L04-06,6,residential,2025-03-23,6,1,14,afternoon,2025-03-23 14:55:12,2025-03-23 15:06:36,11.4,1,10,0,2,0.5,11.4,snow,moderate,0.52,22.1
OBS-001266,TRP-10147,L04,STP-L04-07,7,residential,2025-03-23,6,1,14,afternoon,2025-03-23 14:58:24,2025-03-23 15:12:42,14.3,1,15,8,4,0.6,14.3,snow,moderate,0.52,35.5
OBS-001267,TRP-10147,L04,STP-L04-08,8,market,2025-03-23,6,1,14,afternoon,2025-03-23 15:00:30,2025-03-23 15:16:06,15.6,1,18,17,0,1.0,15.6,snow,moderate,0.52,30.6
OBS-001268,TRP-10147,L04,STP-L04-09,9,market,2025-03-23,6,1,14,afternoon,2025-03-23 15:03:00,2025-03-23 15:20:00,17.0,1,21,20,18,2.2,17.0,snow,moderate,0.52,37.6
OBS-001269,TRP-10147,L04,STP-L04-10,10,residential,2025-03-23,6,1,14,afternoon,2025-03-23 15:08:06,2025-03-23 15:28:12,20.1,1,14,5,9,1.2,20.1,snow,moderate,0.52,53.3
OBS-001270,TRP-10147,L04,STP-L04-11,11,hospital,2025-03-23,6,1,14,afternoon,2025-03-23 15:11:54,2025-03-23 15:34:18,22.4,1,28,16,18,1.7,22.4,snow,moderate,0.52,32.7
OBS-001271,TRP-10147,L04,STP-L04-12,12,terminal,2025-03-23,6,1,14,afternoon,2025-03-23 15:15:54,2025-03-23 15:40:18,24.4,1,50,9,11,1.6,24.4,snow,moderate,0.52,36.8
OBS-001272,TRP-10690,L05,STP-L05-01,1,terminal,2025-03-24,0,0,14,afternoon,2025-03-24 14:43:30,2025-03-24 14:43:30,0.0,0,38,33,24,2.5,0.0,cloudy,low,1.035,11.0
OBS-001273,TRP-10690,L05,STP-L05-02,2,university,2025-03-24,0,0,14,afternoon,2025-03-24 14:47:36,2025-03-24 14:47:30,-0.1,0,49,44,19,3.2,-0.1,cloudy,low,1.035,10.1
OBS-001274,TRP-10690,L05,STP-L05-03,3,university,2025-03-24,0,0,14,afternoon,2025-03-24 14:52:54,2025-03-24 14:52:42,-0.2,0,56,27,20,2.3,-0.2,cloudy,low,1.035,7.9
OBS-001275,TRP-10690,L05,STP-L05-04,4,regular,2025-03-24,0,0,14,afternoon,2025-03-24 14:57:24,2025-03-24 14:57:06,-0.3,0,7,6,9,1.4,-0.3,cloudy,low,1.035,7.8
OBS-001276,TRP-10690,L05,STP-L05-05,5,hospital,2025-03-24,0,0,14,afternoon,2025-03-24 15:01:18,2025-03-24 15:00:42,-0.6,0,34,8,4,0.9,-0.6,cloudy,low,1.035,11.1
OBS-001277,TRP-10690,L05,STP-L05-06,6,market,2025-03-24,0,0,14,afternoon,2025-03-24 15:04:12,2025-03-24 15:03:36,-0.6,0,27,13,6,1.0,-0.6,cloudy,low,1.035,11.4
OBS-001278,TRP-10690,L05,STP-L05-07,7,university,2025-03-24,0,0,14,afternoon,2025-03-24 15:07:42,2025-03-24 15:06:48,-0.9,0,55,48,35,3.9,-0.9,cloudy,low,1.035,9.2
OBS-001279,TRP-10690,L05,STP-L05-08,8,market,2025-03-24,0,0,14,afternoon,2025-03-24 15:15:18,2025-03-24 15:14:18,-1.0,0,22,14,16,2.0,-1.0,cloudy,low,1.035,8.0
OBS-001280,TRP-10690,L05,STP-L05-09,9,residential,2025-03-24,0,0,14,afternoon,2025-03-24 15:18:48,2025-03-24 15:17:42,-1.1,0,12,10,7,0.9,-1.1,cloudy,low,1.035,9.8
OBS-001281,TRP-10690,L05,STP-L05-10,10,university,2025-03-24,0,0,14,afternoon,2025-03-24 15:22:12,2025-03-24 15:21:06,-1.1,0,38,2,1,0.9,-1.1,cloudy,low,1.035,10.9
OBS-001282,TRP-10690,L05,STP-L05-11,11,residential,2025-03-24,0,0,14,afternoon,2025-03-24 15:25:36,2025-03-24 15:24:18,-1.3,0,13,10,4,1.3,-1.3,cloudy,low,1.035,7.3
OBS-001283,TRP-10690,L05,STP-L05-12,12,university,2025-03-24,0,0,14,afternoon,2025-03-24 15:30:06,2025-03-24 15:28:48,-1.3,0,44,9,4,1.3,-1.3,cloudy,low,1.035,5.8
OBS-001284,TRP-10690,L05,STP-L05-13,13,university,2025-03-24,0,0,14,afternoon,2025-03-24 15:33:00,2025-03-24 15:31:42,-1.3,0,48,47,22,2.8,-1.3,cloudy,low,1.035,6.1
OBS-001285,TRP-10690,L05,STP-L05-14,14,market,2025-03-24,0,0,14,afternoon,2025-03-24 15:38:18,2025-03-24 15:37:00,-1.3,0,26,12,6,1.5,-1.3,cloudy,low,1.035,4.8
OBS-001286,TRP-10690,L05,STP-L05-15,15,university,2025-03-24,0,0,14,afternoon,2025-03-24 15:43:30,2025-03-24 15:42:12,-1.3,0,54,46,3,2.1,-1.3,cloudy,low,1.035,7.8
OBS-001287,TRP-10690,L05,STP-L05-16,16,terminal,2025-03-24,0,0,14,afternoon,2025-03-24 15:47:06,2025-03-24 15:45:42,-1.4,0,37,36,3,2.1,-1.4,cloudy,low,1.035,8.5
OBS-001288,TRP-06170,L05,STP-L05-01,1,terminal,2025-03-14,4,0,9,midday,2025-03-14 09:23:30,2025-03-14 09:24:42,1.2,0,49,0,4,0.6,1.2,rain,high,0.563,9.0
OBS-001289,TRP-06170,L05,STP-L05-02,2,university,2025-03-14,4,0,9,midday,2025-03-14 09:25:42,2025-03-14 09:28:00,2.3,1,73,18,4,1.3,2.3,rain,high,0.563,17.4
OBS-001290,TRP-06170,L05,STP-L05-03,3,university,2025-03-14,4,0,9,midday,2025-03-14 09:29:06,2025-03-14 09:33:12,4.1,1,63,2,3,0.5,4.1,rain,high,0.563,20.7
OBS-001291,TRP-06170,L05,STP-L05-04,4,regular,2025-03-14,4,0,9,midday,2025-03-14 09:31:48,2025-03-14 09:37:24,5.6,1,13,7,2,1.2,5.6,rain,high,0.563,21.2
OBS-001292,TRP-06170,L05,STP-L05-05,5,hospital,2025-03-14,4,0,9,midday,2025-03-14 09:35:30,2025-03-14 09:42:54,7.4,1,36,24,10,1.7,7.4,rain,high,0.563,20.9
OBS-001293,TRP-06170,L05,STP-L05-06,6,market,2025-03-14,4,0,9,midday,2025-03-14 09:39:12,2025-03-14 09:48:06,8.9,1,33,14,16,1.6,8.9,rain,high,0.563,11.4
OBS-001294,TRP-06170,L05,STP-L05-07,7,university,2025-03-14,4,0,9,midday,2025-03-14 09:43:18,2025-03-14 09:53:54,10.6,1,68,30,29,3.0,10.6,rain,high,0.563,7.7
OBS-001295,TRP-06170,L05,STP-L05-08,8,market,2025-03-14,4,0,9,midday,2025-03-14 09:50:00,2025-03-14 10:03:30,13.5,1,35,0,3,1.1,13.5,rain,high,0.563,8.6
OBS-001296,TRP-06170,L05,STP-L05-09,9,residential,2025-03-14,4,0,9,midday,2025-03-14 09:52:36,2025-03-14 10:07:06,14.5,1,13,4,7,0.8,14.5,rain,high,0.563,14.0
OBS-001297,TRP-06170,L05,STP-L05-10,10,university,2025-03-14,4,0,9,midday,2025-03-14 09:55:54,2025-03-14 10:12:00,16.1,1,49,28,24,2.7,16.1,rain,high,0.563,19.1
OBS-001298,TRP-06170,L05,STP-L05-11,11,residential,2025-03-14,4,0,9,midday,2025-03-14 10:01:06,2025-03-14 10:19:24,18.3,1,15,6,4,1.3,18.3,rain,high,0.563,20.8
OBS-001299,TRP-06170,L05,STP-L05-12,12,university,2025-03-14,4,0,9,midday,2025-03-14 10:05:36,2025-03-14 10:26:30,20.9,1,55,36,21,2.3,20.9,rain,high,0.563,11.1
OBS-001300,TRP-06170,L05,STP-L05-13,13,university,2025-03-14,4,0,9,midday,2025-03-14 10:09:30,2025-03-14 10:31:36,22.1,1,48,28,9,2.0,22.1,rain,high,0.563,11.1
OBS-001301,TRP-06170,L05,STP-L05-14,14,market,2025-03-14,4,0,9,midday,2025-03-14 10:14:00,2025-03-14 10:37:54,23.9,1,29,18,1,1.7,23.9,rain,high,0.563,19.8
OBS-001302,TRP-06170,L05,STP-L05-15,15,university,2025-03-14,4,0,9,midday,2025-03-14 10:19:24,2025-03-14 10:46:24,27.0,1,72,10,8,1.5,27.0,rain,high,0.563,20.3
OBS-001303,TRP-06170,L05,STP-L05-16,16,terminal,2025-03-14,4,0,9,midday,2025-03-14 10:22:24,2025-03-14 10:50:24,28.0,1,45,7,5,0.9,28.0,rain,high,0.563,11.8
OBS-001304,TRP-10287,L05,STP-L05-01,1,terminal,2025-03-23,6,1,20,evening,2025-03-23 20:46:12,2025-03-23 20:46:36,0.4,0,24,14,2,1.1,0.4,fog,low,0.776,13.6
OBS-001305,TRP-10287,L05,STP-L05-02,2,university,2025-03-23,6,1,20,evening,2025-03-23 20:48:54,2025-03-23 20:49:42,0.8,0,37,35,22,2.4,0.8,fog,low,0.776,11.6
OBS-001306,TRP-10287,L05,STP-L05-03,3,university,2025-03-23,6,1,20,evening,2025-03-23 20:53:24,2025-03-23 20:54:54,1.5,0,37,1,1,0.7,1.5,fog,low,0.776,15.0
OBS-001307,TRP-10287,L05,STP-L05-04,4,regular,2025-03-23,6,1,20,evening,2025-03-23 20:56:18,2025-03-23 20:58:12,1.9,0,7,3,5,0.5,1.9,fog,low,0.776,13.5
OBS-001308,TRP-10287,L05,STP-L05-05,5,hospital,2025-03-23,6,1,20,evening,2025-03-23 20:59:18,2025-03-23 21:02:06,2.8,1,25,23,17,1.8,2.8,fog,low,0.776,9.4
OBS-001309,TRP-10287,L05,STP-L05-06,6,market,2025-03-23,6,1,20,evening,2025-03-23 21:03:06,2025-03-23 21:06:30,3.4,1,13,4,5,1.0,3.4,fog,low,0.776,7.5
OBS-001310,TRP-10287,L05,STP-L05-07,7,university,2025-03-23,6,1,20,evening,2025-03-23 21:06:36,2025-03-23 21:10:48,4.2,1,29,6,9,1.5,4.2,fog,low,0.776,6.1
OBS-001311,TRP-10287,L05,STP-L05-08,8,market,2025-03-23,6,1,20,evening,2025-03-23 21:11:48,2025-03-23 21:16:48,5.0,1,14,5,4,0.7,5.0,fog,low,0.776,13.8
OBS-001312,TRP-10287,L05,STP-L05-09,9,residential,2025-03-23,6,1,20,evening,2025-03-23 21:14:00,2025-03-23 21:19:24,5.4,1,7,2,5,1.2,5.4,fog,low,0.776,9.7
OBS-001313,TRP-10287,L05,STP-L05-10,10,university,2025-03-23,6,1,20,evening,2025-03-23 21:17:42,2025-03-23 21:23:48,6.1,1,31,26,29,2.4,6.1,fog,low,0.776,10.5
OBS-001314,TRP-10287,L05,STP-L05-11,11,residential,2025-03-23,6,1,20,evening,2025-03-23 21:22:36,2025-03-23 21:29:12,6.6,1,8,4,3,0.7,6.6,fog,low,0.776,12.2
OBS-001315,TRP-10287,L05,STP-L05-12,12,university,2025-03-23,6,1,20,evening,2025-03-23 21:26:30,2025-03-23 21:34:18,7.8,1,38,23,24,2.5,7.8,fog,low,0.776,8.9
OBS-001316,TRP-10287,L05,STP-L05-13,13,university,2025-03-23,6,1,20,evening,2025-03-23 21:30:36,2025-03-23 21:38:48,8.2,1,37,4,7,0.7,8.2,fog,low,0.776,13.5
OBS-001317,TRP-10287,L05,STP-L05-14,14,market,2025-03-23,6,1,20,evening,2025-03-23 21:33:48,2025-03-23 21:42:36,8.8,1,17,15,5,1.2,8.8,fog,low,0.776,7.4
OBS-001318,TRP-10287,L05,STP-L05-15,15,university,2025-03-23,6,1,20,evening,2025-03-23 21:38:42,2025-03-23 21:48:18,9.6,1,37,33,14,2.2,9.6,fog,low,0.776,12.6
OBS-001319,TRP-10287,L05,STP-L05-16,16,terminal,2025-03-23,6,1,20,evening,2025-03-23 21:42:24,2025-03-23 21:52:18,9.9,1,24,12,0,0.8,9.9,fog,low,0.776,14.9
